Gene Symbol	RefSeq Genomic Accession	RefSeq Genomic GI	RefSeq mRNA Accession	RefSeq ncRNA Accession	RefSeq Nucleotide GI	RefSeq Protein Accession	RefSeq Protein GI	
PmUG01_00074200.1-p1	-	-	-	-	-	-	-	
PmUG01_00074300.1-p1	-	-	-	-	-	-	-	
PmUG01_00075200.1-p1	-	-	-	-	-	-	-	
PmUG01_00076500.1-p1	-	-	-	-	-	-	-	
PmUG01_00077100.1-p1	-	-	-	-	-	-	-	
PmUG01_00077900.1-p1	-	-	-	-	-	-	-	
PmUG01_01012600.1-p1	-	-	-	-	-	-	-	
PmUG01_01012900.1-p1	-	-	-	-	-	-	-	
PmUG01_01031500.1-p1	-	-	-	-	-	-	-	
PmUG01_01032700.1-p1	-	-	-	-	-	-	-	
PmUG01_01033200.1-p1	-	-	-	-	-	-	-	
PmUG01_01034600.1-p1	-	-	-	-	-	-	-	
PmUG01_01035000.1-p1	-	-	-	-	-	-	-	
PmUG01_03010400.1-p1	-	-	-	-	-	-	-	
PmUG01_03010900.1-p1	-	-	-	-	-	-	-	
PmUG01_03011300.1-p1	-	-	-	-	-	-	-	
PmUG01_03011700.1-p1	-	-	-	-	-	-	-	
PmUG01_03012100.1-p1	-	-	-	-	-	-	-	
PmUG01_03012200.1-p1	-	-	-	-	-	-	-	
PmUG01_03034300.1-p1	-	-	-	-	-	-	-	
PmUG01_04010100.1-p1	-	-	-	-	-	-	-	
PmUG01_04010700.1-p1	-	-	-	-	-	-	-	
PmUG01_04011300.1-p1	-	-	-	-	-	-	-	
PmUG01_04011500.1-p1	-	-	-	-	-	-	-	
PmUG01_04031100.1-p1	-	-	-	-	-	-	-	
PmUG01_05010500.1-p1	-	-	-	-	-	-	-	
PmUG01_05010900.1-p1	-	-	-	-	-	-	-	
PmUG01_05011400.1-p1	-	-	-	-	-	-	-	
PmUG01_05013600.1-p1	-	-	-	-	-	-	-	
PmUG01_05014800.1-p1	-	-	-	-	-	-	-	
PmUG01_05044000.1-p1	-	-	-	-	-	-	-	
PmUG01_05044400.1-p1	-	-	-	-	-	-	-	
PmUG01_07010600.1-p1	-	-	-	-	-	-	-	
PmUG01_07010900.1-p1	-	-	-	-	-	-	-	
PmUG01_07011000.1-p1	-	-	-	-	-	-	-	
PmUG01_07011700.1-p1	-	-	-	-	-	-	-	
PmUG01_07012200.1-p1	-	-	-	-	-	-	-	
PmUG01_07048500.1-p1	-	-	-	-	-	-	-	
PmUG01_07051000.1-p1	-	-	-	-	-	-	-	
PmUG01_08012200.1-p1	-	-	-	-	-	-	-	
PmUG01_08014200.1-p1	-	-	-	-	-	-	-	
PmUG01_08014800.1-p1	-	-	-	-	-	-	-	
PmUG01_08016300.1-p1	-	-	-	-	-	-	-	
PmUG01_08016700.1-p1	-	-	-	-	-	-	-	
PmUG01_08057600.1-p1	-	-	-	-	-	-	-	
PmUG01_08058000.1-p1	-	-	-	-	-	-	-	
PmUG01_08058800.1-p1	-	-	-	-	-	-	-	
PmUG01_08059600.1-p1	-	-	-	-	-	-	-	
PmUG01_08061200.1-p1	-	-	-	-	-	-	-	
PmUG01_08062200.1-p1	-	-	-	-	-	-	-	
PmUG01_08062400.1-p1	-	-	-	-	-	-	-	
PmUG01_09011600.1-p1	-	-	-	-	-	-	-	
PmUG01_09012400.1-p1	-	-	-	-	-	-	-	
PmUG01_10011500.1-p1	-	-	-	-	-	-	-	
PmUG01_10012000.1-p1	-	-	-	-	-	-	-	
PmUG01_10049700.1-p1	-	-	-	-	-	-	-	
PmUG01_10050200.1-p1	-	-	-	-	-	-	-	
PmUG01_10051500.1-p1	-	-	-	-	-	-	-	
PmUG01_10051900.1-p1	-	-	-	-	-	-	-	
PmUG01_10052200.1-p1	-	-	-	-	-	-	-	
PmUG01_10053300.1-p1	-	-	-	-	-	-	-	
PmUG01_10053400.1-p1	-	-	-	-	-	-	-	
PmUG01_10053700.1-p1	-	-	-	-	-	-	-	
PmUG01_10055100.1-p1	-	-	-	-	-	-	-	
PmUG01_11010900.1-p1	-	-	-	-	-	-	-	
PmUG01_11011300.1-p1	-	-	-	-	-	-	-	
PmUG01_11012900.1-p1	-	-	-	-	-	-	-	
PmUG01_11013000.1-p1	-	-	-	-	-	-	-	
PmUG01_11014820.1-p1	-	-	-	-	-	-	-	
PmUG01_11062050.1-p1	-	-	-	-	-	-	-	
PmUG01_11062300.1-p1	-	-	-	-	-	-	-	
PmUG01_11062400.1-p1	-	-	-	-	-	-	-	
PmUG01_11062800.1-p1	-	-	-	-	-	-	-	
PmUG01_11063100.1-p1	-	-	-	-	-	-	-	
PmUG01_12010100.1-p1	-	-	-	-	-	-	-	
PmUG01_12010800.1-p1	-	-	-	-	-	-	-	
PmUG01_12011100.1-p1	-	-	-	-	-	-	-	
PmUG01_12082100.1-p1	-	-	-	-	-	-	-	
PmUG01_12082400.1-p1	-	-	-	-	-	-	-	
PmUG01_13010300.1-p1	-	-	-	-	-	-	-	
PmUG01_13010700.1-p1	-	-	-	-	-	-	-	
PmUG01_13058100.1-p1	-	-	-	-	-	-	-	
PmUG01_13058350.1-p1	-	-	-	-	-	-	-	
PmUG01_13059000.1-p1	-	-	-	-	-	-	-	
PmUG01_13061300.1-p1	-	-	-	-	-	-	-	
PmUG01_13061800.1-p1	-	-	-	-	-	-	-	
PmUG01_13064000.1-p1	-	-	-	-	-	-	-	
PmUG01_13065000.1-p1	-	-	-	-	-	-	-	
PmUG01_13065200.1-p1	-	-	-	-	-	-	-	
PmUG01_13065700.1-p1	-	-	-	-	-	-	-	
PmUG01_13066400.1-p1	-	-	-	-	-	-	-	
PmUG01_13067300.1-p1	-	-	-	-	-	-	-	
PmUG01_13069000.1-p1	-	-	-	-	-	-	-	
PmUG01_14010400.1-p1	-	-	-	-	-	-	-	
PmUG01_14010600.1-p1	-	-	-	-	-	-	-	
PmUG01_14012900.1-p1	-	-	-	-	-	-	-	
PmUG01_14013500.1-p1	-	-	-	-	-	-	-	
PmUG01_14014100.1-p1	-	-	-	-	-	-	-	
PmUG01_14015100.1-p1	-	-	-	-	-	-	-	
PCYB_001280	NW_004193323	457879266	XM_004228275	-	457879262	XP_004228323	457879263	
PCYB_001550	NW_004192657	457873734	XM_004227577	-	457873732	XP_004227625	457873733	
PCYB_001690	NW_004192667	457873808	XM_004227591	-	457873806	XP_004227639	457873807	
PCYB_002300	NW_004192721	457874330	XM_004227651	-	457874326	XP_004227699	457874327	
PCYB_002310	NW_004192721	457874330	XM_004227652	-	457874328	XP_004227700	457874329	
PCYB_002420	NW_004192730	457874413	XM_004227663	-	457874411	XP_004227711	457874412	
PCYB_002630	NW_004192750	457874591	XM_004227684	-	457874587	XP_004227732	457874588	
PCYB_002840	NW_004192770	457874783	XM_004227705	-	457874779	XP_004227753	457874780	
PCYB_003590	NW_004192845	457875455	XM_004227780	-	457875451	XP_004227828	457875452	
PCYB_003690	NW_004192854	457875536	XM_004227790	-	457875532	XP_004227838	457875533	
PCYB_003790	NW_004192864	457875626	XM_004227800	-	457875622	XP_004227848	457875623	
PCYB_003900	NW_004192875	457875739	XM_004227811	-	457875735	XP_004227859	457875736	
PCYB_004390	NW_004192924	457876192	XM_004227860	-	457876188	XP_004227908	457876189	
PCYB_004570	NW_004192942	457876360	XM_004227878	-	457876358	XP_004227926	457876359	
PCYB_004800	NW_004192965	457876568	XM_004227901	-	457876564	XP_004227949	457876565	
PCYB_004840	NW_004192969	457876606	XM_004227905	-	457876602	XP_004227953	457876603	
PCYB_005080	NW_004192993	457876830	XM_004227929	-	457876826	XP_004227977	457876827	
PCYB_005290	NW_004193014	457877005	XM_004227950	-	457876997	XP_004227998	457876998	
PCYB_005310	NW_004193016	457877021	XM_004227952	-	457877017	XP_004228000	457877018	
PCYB_005340	NW_004193019	457877050	XM_004227955	-	457877046	XP_004228003	457877047	
PCYB_005380	NW_004193023	457877080	XM_004227959	-	457877076	XP_004228007	457877077	
PCYB_006100	NW_004193095	457877738	XM_004228031	-	457877734	XP_004228079	457877735	
PCYB_006220	NW_004193107	457877844	XM_004228043	-	457877840	XP_004228091	457877841	
PCYB_006240	NW_004193109	457877866	XM_004228045	-	457877862	XP_004228093	457877863	
PCYB_006420	NW_004193127	457878014	XM_004228063	-	457878012	XP_004228111	457878013	
PCYB_006550	NW_004193140	457878149	XM_004228076	-	457878141	XP_004228124	457878142	
PCYB_006670	NW_004193152	457878267	XM_004228088	-	457878263	XP_004228136	457878264	
PCYB_006700	NW_004193155	457878296	XM_004228091	-	457878290	XP_004228139	457878291	
PCYB_006750	NW_004193160	457878335	XM_004228096	-	457878331	XP_004228144	457878332	
PCYB_006770	NW_004193162	457878355	XM_004228098	-	457878351	XP_004228146	457878352	
PCYB_006810	NW_004193166	457878391	XM_004228102	-	457878389	XP_004228150	457878390	
PCYB_006820	NW_004193167	457878394	XM_004228103	-	457878392	XP_004228151	457878393	
PCYB_006850	NW_004193170	457878412	XM_004228106	-	457878408	XP_004228154	457878409	
PCYB_006980	NW_004193183	457878581	XM_004228119	-	457878579	XP_004228167	457878580	
PCYB_007310	NW_004193216	457878884	XM_004228152	-	457878880	XP_004228200	457878881	
PCYB_007860	NW_004193271	457879076	XM_004228207	-	457879074	XP_004228255	457879075	
PCYB_007960	NW_004193281	457879106	XM_004228217	-	457879104	XP_004228265	457879105	
PCYB_008170	NW_004193302	457879169	XM_004228238	-	457879167	XP_004228286	457879168	
PCYB_008180	NW_004193303	457879172	XM_004228239	-	457879170	XP_004228287	457879171	
PCYB_008290	NW_004193314	457879205	XM_004228250	-	457879203	XP_004228298	457879204	
PCYB_021050	NC_020395	457867462	XM_004220455	-	457867158	XP_004220503	457867159	
PCYB_021060	NC_020395	457867462	XM_004220456	-	457867160	XP_004220504	457867161	
PVX_010605	NW_001850275	166093619	XM_001612510	-	156093002	XP_001612560	156093003	
PVX_057690	NW_001851175	166094519	XM_001612356	-	156092155	XP_001612406	156092156	
PVX_067690	NW_001850199	166093543	XM_001612429	-	156092667	XP_001612479	156092668	
PVX_070690	NW_001850188	166093532	XM_001612398	-	156092515	XP_001612448	156092516	
PVX_086863	-	-	-	-	-	-	-	
PVX_086870	NC_009912	166093244		-				
PVX_090293	-	-	-	-	-	-	-	
PVX_096005	NC_009908	255028013	XM_001612709	-	156093439	XP_001612759	156093440	
PVX_096925	NC_009907	166093239		-				
PVX_096930	NC_009907	166093239	XM_001612612	-	156093243	XP_001612662	156093244	
PVX_096935	NC_009907	166093239	XM_001612613	-	156093245	XP_001612663	156093246	
PVX_096937	-	-	-	-	-	-	-	
PVX_105705	NW_001849959	166093303	XM_001612533	-	156093065	XP_001612583	156093066	
PVX_105710	NW_001849959	166093303	XM_001612534	-	156093067	XP_001612584	156093068	
PVX_106720	NW_001849958	166093302	XM_001612541	-	156093085	XP_001612591	156093086	
PVX_107750	NW_001849956	166093300	XM_001608517	-	156082155	XP_001608567	156082156	
PVX_109795	NW_001849952	166093296	XM_001608513	-	156082146	XP_001608563	156082147	
PVX_112115	NW_001849950	166093294	XM_001612586	-	156093189	XP_001612636	156093190	
PVX_121355	NW_001849908	166093252	XM_001608497	-	156082109	XP_001608547	156082110	
PVX_148260	NW_001852222	166095566	XM_001612436	-	156092702	XP_001612486	156092703	
PVX_167265	NW_001851676	166095020	XM_001612343	-	156091930	XP_001612393	156091931	
PVX_168270	NW_001851653	166094997		-				
PVX_185285	NW_001850161	166093505		-				
PVX_186290	NW_001850131	166093475	XM_001612460	-	156092826	XP_001612510	156092827	
PmUG01_00011100.1-p1	-	-	-	-	-	-	-	
PmUG01_00013700.1-p1	-	-	-	-	-	-	-	
PmUG01_00014400.1-p1	-	-	-	-	-	-	-	
PmUG01_00018300.1-p1	-	-	-	-	-	-	-	
PmUG01_00018900.1-p1	-	-	-	-	-	-	-	
PmUG01_00019600.1-p1	-	-	-	-	-	-	-	
PmUG01_00021000.1-p1	-	-	-	-	-	-	-	
PmUG01_00021200.1-p1	-	-	-	-	-	-	-	
PmUG01_00022900.1-p1	-	-	-	-	-	-	-	
PmUG01_00025900.1-p1	-	-	-	-	-	-	-	
PmUG01_00026400.1-p1	-	-	-	-	-	-	-	
PmUG01_00030900.1-p1	-	-	-	-	-	-	-	
PmUG01_00032400.1-p1	-	-	-	-	-	-	-	
PmUG01_00036200.1-p1	-	-	-	-	-	-	-	
PmUG01_00037500.1-p1	-	-	-	-	-	-	-	
PmUG01_00040600.1-p1	-	-	-	-	-	-	-	
PmUG01_00040900.1-p1	-	-	-	-	-	-	-	
PmUG01_00042500.1-p1	-	-	-	-	-	-	-	
PmUG01_00043200.1-p1	-	-	-	-	-	-	-	
PmUG01_00045500.1-p1	-	-	-	-	-	-	-	
PmUG01_00047500.1-p1	-	-	-	-	-	-	-	
PmUG01_00049100.1-p1	-	-	-	-	-	-	-	
PmUG01_00053400.1-p1	-	-	-	-	-	-	-	
PmUG01_00054500.1-p1	-	-	-	-	-	-	-	
PmUG01_00054900.1-p1	-	-	-	-	-	-	-	
PmUG01_00055900.1-p1	-	-	-	-	-	-	-	
PmUG01_00056100.1-p1	-	-	-	-	-	-	-	
PmUG01_00060200.1-p1	-	-	-	-	-	-	-	
PmUG01_00062600.1-p1	-	-	-	-	-	-	-	
PmUG01_00062800.1-p1	-	-	-	-	-	-	-	
PmUG01_00063200.1-p1	-	-	-	-	-	-	-	
PmUG01_00063600.1-p1	-	-	-	-	-	-	-	
PmUG01_00066800.1-p1	-	-	-	-	-	-	-	
PmUG01_00068100.1-p1	-	-	-	-	-	-	-	
PmUG01_00070200.1-p1	-	-	-	-	-	-	-	
PmUG01_00072100.1-p1	-	-	-	-	-	-	-	
PmUG01_00074400.1-p1	-	-	-	-	-	-	-	
PmUG01_00075600.1-p1	-	-	-	-	-	-	-	
PmUG01_00076600.1-p1	-	-	-	-	-	-	-	
PmUG01_00077200.1-p1	-	-	-	-	-	-	-	
PmUG01_00078000.1-p1	-	-	-	-	-	-	-	
PmUG01_00078200.1-p1	-	-	-	-	-	-	-	
PmUG01_01010400.1-p1	-	-	-	-	-	-	-	
PmUG01_01013100.1-p1	-	-	-	-	-	-	-	
PmUG01_03010600.1-p1	-	-	-	-	-	-	-	
PmUG01_03011000.1-p1	-	-	-	-	-	-	-	
PmUG01_03034200.1-p1	-	-	-	-	-	-	-	
PmUG01_03034800.1-p1	-	-	-	-	-	-	-	
PmUG01_03036000.1-p1	-	-	-	-	-	-	-	
PmUG01_03036400.1-p1	-	-	-	-	-	-	-	
PmUG01_04010200.1-p1	-	-	-	-	-	-	-	
PmUG01_04011600.1-p1	-	-	-	-	-	-	-	
PmUG01_05010100.1-p1	-	-	-	-	-	-	-	
PmUG01_05011500.1-p1	-	-	-	-	-	-	-	
PmUG01_05013000.1-p1	-	-	-	-	-	-	-	
PmUG01_05014100.1-p1	-	-	-	-	-	-	-	
PmUG01_05043900.1-p1	-	-	-	-	-	-	-	
PmUG01_05044300.1-p1	-	-	-	-	-	-	-	
PmUG01_07011800.1-p1	-	-	-	-	-	-	-	
PmUG01_07012400.1-p1	-	-	-	-	-	-	-	
PmUG01_07050900.1-p1	-	-	-	-	-	-	-	
PmUG01_08011300.1-p1	-	-	-	-	-	-	-	
PmUG01_08012300.1-p1	-	-	-	-	-	-	-	
PmUG01_08013300.1-p1	-	-	-	-	-	-	-	
PmUG01_08014900.1-p1	-	-	-	-	-	-	-	
PmUG01_08054800.1-p1	-	-	-	-	-	-	-	
PmUG01_08055300.1-p1	-	-	-	-	-	-	-	
PmUG01_08057500.1-p1	-	-	-	-	-	-	-	
PmUG01_08057900.1-p1	-	-	-	-	-	-	-	
PmUG01_08061100.1-p1	-	-	-	-	-	-	-	
PmUG01_09011100.1-p1	-	-	-	-	-	-	-	
PmUG01_09012000.1-p1	-	-	-	-	-	-	-	
PmUG01_10055000.1-p1	-	-	-	-	-	-	-	
PmUG01_11010200.1-p1	-	-	-	-	-	-	-	
PmUG01_11010500.1-p1	-	-	-	-	-	-	-	
PmUG01_11011000.1-p1	-	-	-	-	-	-	-	
PmUG01_11011400.1-p1	-	-	-	-	-	-	-	
PmUG01_11061700.1-p1	-	-	-	-	-	-	-	
PmUG01_12010200.1-p1	-	-	-	-	-	-	-	
PmUG01_13011200.1-p1	-	-	-	-	-	-	-	
PmUG01_13058900.1-p1	-	-	-	-	-	-	-	
PmUG01_13061200.1-p1	-	-	-	-	-	-	-	
PmUG01_13061700.1-p1	-	-	-	-	-	-	-	
PmUG01_13062200.1-p1	-	-	-	-	-	-	-	
PmUG01_13062500.1-p1	-	-	-	-	-	-	-	
PmUG01_13063100.1-p1	-	-	-	-	-	-	-	
PmUG01_13064200.1-p1	-	-	-	-	-	-	-	
PmUG01_13064900.1-p1	-	-	-	-	-	-	-	
PmUG01_13066300.1-p1	-	-	-	-	-	-	-	
PmUG01_13068900.1-p1	-	-	-	-	-	-	-	
PmUG01_14011400.1-p1	-	-	-	-	-	-	-	
PmUG01_14013000.1-p1	-	-	-	-	-	-	-	
PCYB_001020	NW_004193318	457879225	XM_004228255	-	457879217	XP_004228303	457879218	
PCYB_001140	NW_004193320	457879243	XM_004228264	-	457879237	XP_004228312	457879238	
PCYB_001270	NW_004193323	457879266	XM_004228274	-	457879260	XP_004228322	457879261	
PCYB_001290	NW_004193323	457879266	XM_004228276	-	457879264	XP_004228324	457879265	
PCYB_001300	NW_004192645	457873632	XM_004227557	-	457873624	XP_004227605	457873625	
PCYB_001310	NW_004192645	457873632	XM_004227558	-	457873628	XP_004227606	457873629	
PCYB_001370	NW_004192649	457873652	XM_004227562	-	457873648	XP_004227610	457873649	
PCYB_001400	NW_004193325	457879278	XM_004228281	-	457879276	XP_004228329	457879277	
PCYB_001440	NW_004192652	457873687	XM_004227566	-	457873681	XP_004227614	457873682	
PCYB_001470	NW_004192653	457873698	XM_004227569	-	457873696	XP_004227617	457873697	
PCYB_001590	NW_004192660	457873747	XM_004227581	-	457873743	XP_004227629	457873744	
PCYB_001600	NW_004192660	457873747	XM_004227582	-	457873745	XP_004227630	457873746	
PCYB_001640	NW_004192663	457873794	XM_004227586	-	457873792	XP_004227634	457873793	
PCYB_001670	NW_004192666	457873803	XM_004227589	-	457873801	XP_004227637	457873802	
PCYB_001680	NW_004192667	457873808	XM_004227590	-	457873804	XP_004227638	457873805	
PCYB_001730	NW_004192671	457873868	XM_004227595	-	457873864	XP_004227643	457873865	
PCYB_001750	NW_004192673	457873886	XM_004227597	-	457873882	XP_004227645	457873883	
PCYB_001760	NW_004192674	457873897	XM_004227598	-	457873893	XP_004227646	457873894	
PCYB_001800	NW_004192677	457873932	XM_004227602	-	457873928	XP_004227650	457873929	
PCYB_001820	NW_004192679	457873950	XM_004227604	-	457873944	XP_004227652	457873945	
PCYB_001850	NW_004192682	457873959	XM_004227607	-	457873957	XP_004227655	457873958	
PCYB_001870	NW_004192684	457873965	XM_004227609	-	457873963	XP_004227657	457873964	
PCYB_001900	NW_004192686	457873981	XM_004227612	-	457873977	XP_004227660	457873978	
PCYB_001920	NW_004192688	457873999	XM_004227614	-	457873991	XP_004227662	457873992	
PCYB_001940	NW_004192690	457874015	XM_004227616	-	457874011	XP_004227664	457874012	
PCYB_001950	NW_004192691	457874022	XM_004227617	-	457874020	XP_004227665	457874021	
PCYB_001990	NW_004192694	457874045	XM_004227621	-	457874041	XP_004227669	457874042	
PCYB_002020	NW_004192696	457874065	XM_004227623	-	457874061	XP_004227671	457874062	
PCYB_002100	NW_004192704	457874143	XM_004227631	-	457874139	XP_004227679	457874140	
PCYB_002140	NW_004192708	457874187	XM_004227635	-	457874183	XP_004227683	457874184	
PCYB_002170	NW_004192711	457874220	XM_004227638	-	457874216	XP_004227686	457874217	
PCYB_002280	NW_004192719	457874322	XM_004227649	-	457874320	XP_004227697	457874321	
PCYB_002290	NW_004192720	457874325	XM_004227650	-	457874323	XP_004227698	457874324	
PCYB_002350	NW_004192724	457874341	XM_004227656	-	457874339	XP_004227704	457874340	
PCYB_002370	NW_004192726	457874357	XM_004227658	-	457874355	XP_004227706	457874356	
PCYB_002380	NW_004192727	457874362	XM_004227659	-	457874358	XP_004227707	457874359	
PCYB_002390	NW_004192727	457874362	XM_004227660	-	457874360	XP_004227708	457874361	
PCYB_002430	NW_004192731	457874422	XM_004227664	-	457874414	XP_004227712	457874415	
PCYB_002440	NW_004192731	457874422	XM_004227665	-	457874416	XP_004227713	457874417	
PCYB_002500	NW_004192737	457874466	XM_004227671	-	457874462	XP_004227719	457874463	
PCYB_002510	NW_004192738	457874477	XM_004227672	-	457874471	XP_004227720	457874472	
PCYB_002560	NW_004192743	457874518	XM_004227677	-	457874514	XP_004227725	457874515	
PCYB_002610	NW_004192748	457874569	XM_004227682	-	457874565	XP_004227730	457874566	
PCYB_002640	NW_004192751	457874604	XM_004227685	-	457874596	XP_004227733	457874597	
PCYB_002650	NW_004192751	457874604	XM_004227686	-	457874600	XP_004227734	457874601	
PCYB_002740	NW_004192760	457874693	XM_004227695	-	457874689	XP_004227743	457874690	
PCYB_002750	NW_004192761	457874704	XM_004227696	-	457874700	XP_004227744	457874701	
PCYB_002800	NW_004192766	457874753	XM_004227701	-	457874749	XP_004227749	457874750	
PCYB_002830	NW_004192769	457874776	XM_004227704	-	457874772	XP_004227752	457874773	
PCYB_002920	NW_004192778	457874859	XM_004227713	-	457874855	XP_004227761	457874856	
PCYB_003410	NW_004192827	457875291	XM_004227762	-	457875287	XP_004227810	457875288	
PCYB_003430	NW_004192829	457875311	XM_004227764	-	457875307	XP_004227812	457875308	
PCYB_003570	NW_004192843	457875441	XM_004227778	-	457875437	XP_004227826	457875438	
PCYB_003680	NW_004192853	457875527	XM_004227789	-	457875525	XP_004227837	457875526	
PCYB_003700	NW_004192855	457875545	XM_004227791	-	457875541	XP_004227839	457875542	
PCYB_003780	NW_004192863	457875617	XM_004227799	-	457875613	XP_004227847	457875614	
PCYB_003930	NW_004192878	457875768	XM_004227814	-	457875764	XP_004227862	457875765	
PCYB_004030	NW_004192888	457875854	XM_004227824	-	457875850	XP_004227872	457875851	
PCYB_004330	NW_004192918	457876138	XM_004227854	-	457876136	XP_004227902	457876137	
PCYB_004580	NW_004192943	457876364	XM_004227879	-	457876362	XP_004227927	457876363	
PCYB_004700	NW_004192955	457876468	XM_004227891	-	457876464	XP_004227939	457876465	
PCYB_004710	NW_004192956	457876479	XM_004227892	-	457876475	XP_004227940	457876476	
PCYB_004850	NW_004192970	457876617	XM_004227906	-	457876611	XP_004227954	457876612	
PCYB_005070	NW_004192992	457876821	XM_004227928	-	457876817	XP_004227976	457876818	
PCYB_005140	NW_004192999	457876880	XM_004227935	-	457876876	XP_004227983	457876877	
PCYB_005150	NW_004193000	457876889	XM_004227936	-	457876885	XP_004227984	457876886	
PCYB_005180	NW_004193003	457876924	XM_004227939	-	457876912	XP_004227987	457876913	
PCYB_005270	NW_004193012	457876983	XM_004227948	-	457876979	XP_004227996	457876980	
PCYB_005280	NW_004193013	457876992	XM_004227949	-	457876988	XP_004227997	457876989	
PCYB_005430	NW_004193028	457877131	XM_004227964	-	457877127	XP_004228012	457877128	
PCYB_006050	NW_004193090	457877691	XM_004228026	-	457877687	XP_004228074	457877688	
PCYB_006060	NW_004193091	457877702	XM_004228027	-	457877698	XP_004228075	457877699	
PCYB_006200	NW_004193105	457877828	XM_004228041	-	457877824	XP_004228089	457877825	
PCYB_006370	NW_004193122	457877971	XM_004228058	-	457877967	XP_004228106	457877968	
PCYB_006380	NW_004193123	457877978	XM_004228059	-	457877976	XP_004228107	457877977	
PCYB_007330	NW_004193218	457878902	XM_004228154	-	457878898	XP_004228202	457878899	
PCYB_007570	NW_004193242	457878989	XM_004228178	-	457878987	XP_004228226	457878988	
PCYB_007640	NW_004193249	457879010	XM_004228185	-	457879008	XP_004228233	457879009	
PCYB_007730	NW_004193258	457879037	XM_004228194	-	457879035	XP_004228242	457879036	
PCYB_007970	NW_004193282	457879109	XM_004228218	-	457879107	XP_004228266	457879108	
PCYB_008130	NW_004193298	457879157	XM_004228234	-	457879155	XP_004228282	457879156	
PCYB_008230	NW_004193308	457879187	XM_004228244	-	457879185	XP_004228292	457879186	
PCYB_012650	NC_020396	457867791	XM_004220770	-	457867789	XP_004220818	457867790	
PCYB_021020	NC_020395	457867462	XM_004220452	-	457867152	XP_004220500	457867153	
PCYB_031020	NC_020397	457868214	XM_004220772	-	457867794	XP_004220820	457867795	
PCYB_051020	NC_020398	457868787	XM_004220983	-	457868217	XP_004221031	457868218	
PCYB_051030	NC_020398	457868787	XM_004220984	-	457868219	XP_004221032	457868220	
PCYB_051040	NC_020398	457868787	XM_004220985	-	457868221	XP_004221033	457868222	
PCYB_053810	NC_020398	457868787	XM_004221262	-	457868775	XP_004221310	457868776	
PCYB_074380	NC_020400	457869933	XM_004221836	-	457869925	XP_004221884	457869926	
PCYB_074390	NC_020400	457869933	XM_004221837	-	457869927	XP_004221885	457869928	
PCYB_074410	NC_020400	457869933	XM_004221839	-	457869931	XP_004221887	457869932	
PCYB_111010	NC_020404	457873121	XM_004222979	-	457872215	XP_004223027	457872216	
PVX_001635	NC_009911	166093243	XM_001612636	-	156093292	XP_001612686	156093293	
PVX_002480	NC_009909	166093241	XM_001612785	-	156093592	XP_001612835	156093593	
PVX_003490	NC_009909	166093241	XM_001612887	-	156093797	XP_001612937	156093798	
PVX_003495	NC_009909	166093241	XM_001612888	-	156093799	XP_001612938	156093800	
PVX_003505	NC_009909	166093241	XM_001612890	-	156093803	XP_001612940	156093804	
PVX_003510	NC_009909	166093241	XM_001612891	-	156093805	XP_001612941	156093806	
PVX_005050	NC_009912	166093244		-				
PVX_007085	NW_001852170	166095514	XM_001612495	-	156092955	XP_001612545	156092956	
PVX_009600	NW_001851647	166094991	XM_001612507	-	156092994	XP_001612557	156092995	
PVX_018660	NW_001850230	166093574	XM_001612503	-	156092983	XP_001612553	156092984	
PVX_021685	NW_001850186	166093530	XM_001612482	-	156092912	XP_001612532	156092913	
PVX_056690	NW_001851221	166094565	XM_001612371	-	156092300	XP_001612421	156092301	
PVX_081850	NC_009907	166093239	XM_001613596	-	156095220	XP_001613646	156095221	
PVX_083575	NC_009917	166093249	XM_001614263	-	156096557	XP_001614313	156096558	
PVX_083580	NC_009917	166093249	XM_001614264	-	156096559	XP_001614314	156096560	
PVX_086860	NC_009912	166093244	XM_001608267	-	156081647	XP_001608317	156081648	
PVX_086865	NC_009912	166093244	XM_001608268	-	156081649	XP_001608318	156081650	
PVX_086880	NC_009912	166093244	XM_001608270	-	156081653	XP_001608320	156081654	
PVX_086890	NC_009912	166093244	XM_001608272	-	156081657	XP_001608322	156081658	
PVX_086893	-	-	-	-	-	-	-	
PVX_086895	NC_009912	166093244	XM_001608273	-	156081659	XP_001608323	156081660	
PVX_088780	NC_009910	166093242	XM_001614799	-	156097632	XP_001614849	156097633	
PVX_088790	NC_009910	166093242	XM_001614801	-	156097636	XP_001614851	156097637	
PVX_088805	NC_009910	166093242	XM_001614804	-	156097642	XP_001614854	156097643	
PVX_090290	NC_009910	166093242	XM_001615100	-	156098234	XP_001615150	156098235	
PVX_090295	NC_009910	166093242	XM_001615101	-	156098236	XP_001615151	156098237	
PVX_093710	NC_009906	166093238	XM_001608561	-	156082244	XP_001608611	156082245	
PVX_093720	NC_009906	166093238	XM_001608563	-	156082248	XP_001608613	156082249	
PVX_094250	NC_009913	166093245	XM_001614271	-	156096574	XP_001614321	156096575	
PVX_096003	-	-	-	-	-	-	-	
PVX_096910	NC_009907	166093239	XM_001612609	-	156093237	XP_001612659	156093238	
PVX_096940	NC_009907	166093239	XM_001612614	-	156093247	XP_001612664	156093248	
PVX_097540	NC_009915	166093247	XM_001613115	-	156094255	XP_001613165	156094256	
